title,notation,label
"16.1001-American Indian/Native American Languages, Literatures, and Linguistics.",16.1001,"American Indian/Native American Languages, Literatures, and Linguistics."
"16.1100-Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.",16.1100,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General."
16.1101-Arabic Language and Literature.,16.1101,Arabic Language and Literature.
16.1102-Hebrew Language and Literature.,16.1102,Hebrew Language and Literature.
"16.1103-Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.",16.1103,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics."
"16.1199-Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.",16.1199,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other."
"16.1200-Classics and Classical Languages, Literatures, and Linguistics, General.",16.1200,"Classics and Classical Languages, Literatures, and Linguistics, General."
16.1202-Ancient/Classical Greek Language and Literature.,16.1202,Ancient/Classical Greek Language and Literature.
16.1203-Latin Language and Literature.,16.1203,Latin Language and Literature.
"16.1299-Classics and Classical Languages, Literatures, and Linguistics, Other.",16.1299,"Classics and Classical Languages, Literatures, and Linguistics, Other."
"16.1301-Celtic Languages, Literatures, and Linguistics.",16.1301,"Celtic Languages, Literatures, and Linguistics."
"16.1400-Southeast Asian Languages, Literatures, and Linguistics, General.",16.1400,"Southeast Asian Languages, Literatures, and Linguistics, General."
"16.1401-Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.",16.1401,"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics."
16.1402-Indonesian/Malay Languages and Literatures.,16.1402,Indonesian/Malay Languages and Literatures.
16.1403-Burmese Language and Literature.,16.1403,Burmese Language and Literature.
16.1404-Filipino/Tagalog Language and Literature.,16.1404,Filipino/Tagalog Language and Literature.
16.1405-Khmer/Cambodian Language and Literature.,16.1405,Khmer/Cambodian Language and Literature.
16.1406-Lao Language and Literature.,16.1406,Lao Language and Literature.
16.1407-Thai Language and Literature.,16.1407,Thai Language and Literature.
16.1408-Vietnamese Language and Literature.,16.1408,Vietnamese Language and Literature.
16.1409-Hawaiian Language and Literature.,16.1409,Hawaiian Language and Literature.
"16.1499-Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other.",16.1499,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other."
16.1501-Turkish Language and Literature.,16.1501,Turkish Language and Literature.
"16.1502-Uralic Languages, Literatures, and Linguistics.",16.1502,"Uralic Languages, Literatures, and Linguistics."
16.1503-Hungarian/Magyar Language and Literature.,16.1503,Hungarian/Magyar Language and Literature.
16.1504-Mongolian Language and Literature.,16.1504,Mongolian Language and Literature.
"16.1599-Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other.",16.1599,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other."
16.1601-American Sign Language (ASL).,16.1601,American Sign Language (ASL).
16.1602-Linguistics of ASL and Other Sign Languages.,16.1602,Linguistics of ASL and Other Sign Languages.
16.1603-Sign Language Interpretation and Translation.,16.1603,Sign Language Interpretation and Translation.
"16.1699-American Sign Language, Other.",16.1699,"American Sign Language, Other."
16.1701-English as a Second Language.,16.1701,English as a Second Language.
16.1801-Armenian Language and Literature.,16.1801,Armenian Language and Literature.
"16.9999-Foreign Languages, Literatures, and Linguistics, Other.",16.9999,"Foreign Languages, Literatures, and Linguistics, Other."
19.0000-Work and Family Studies.,19.0000,Work and Family Studies.
"19.0101-Family and Consumer Sciences/Human Sciences, General.",19.0101,"Family and Consumer Sciences/Human Sciences, General."
19.0201-Business Family and Consumer Sciences/Human Sciences.,19.0201,Business Family and Consumer Sciences/Human Sciences.
19.0202-Family and Consumer Sciences/Human Sciences Communication.,19.0202,Family and Consumer Sciences/Human Sciences Communication.
19.0203-Consumer Merchandising/Retailing Management.,19.0203,Consumer Merchandising/Retailing Management.
"19.0299-Family and Consumer Sciences/Human Sciences Business Services, Other.",19.0299,"Family and Consumer Sciences/Human Sciences Business Services, Other."
"19.0401-Family Resource Management Studies, General.",19.0401,"Family Resource Management Studies, General."
19.0402-Consumer Economics.,19.0402,Consumer Economics.
19.0403-Consumer Services and Advocacy.,19.0403,Consumer Services and Advocacy.
"19.0499-Family and Consumer Economics and Related Services, Other.",19.0499,"Family and Consumer Economics and Related Services, Other."
"19.0501-Foods, Nutrition, and Wellness Studies, General.",19.0501,"Foods, Nutrition, and Wellness Studies, General."
19.0504-Human Nutrition.,19.0504,Human Nutrition.
19.0505-Foodservice Systems Administration/Management.,19.0505,Foodservice Systems Administration/Management.
"19.0599-Foods, Nutrition, and Related Services, Other.",19.0599,"Foods, Nutrition, and Related Services, Other."
"19.0601-Housing and Human Environments, General.",19.0601,"Housing and Human Environments, General."
19.0604-Facilities Planning and Management.,19.0604,Facilities Planning and Management.
19.0605-Home Furnishings and Equipment Installers.,19.0605,Home Furnishings and Equipment Installers.
"19.0699-Housing and Human Environments, Other.",19.0699,"Housing and Human Environments, Other."
"19.0701-Human Development and Family Studies, General.",19.0701,"Human Development and Family Studies, General."
19.0702-Adult Development and Aging.,19.0702,Adult Development and Aging.
19.0704-Family Systems.,19.0704,Family Systems.
19.0706-Child Development.,19.0706,Child Development.
19.0707-Family and Community Services.,19.0707,Family and Community Services.
19.0708-Child Care and Support Services Management.,19.0708,Child Care and Support Services Management.
19.0709-Child Care Provider/Assistant.,19.0709,Child Care Provider/Assistant.
19.0710-Developmental Services Worker.,19.0710,Developmental Services Worker.
19.0711-Early Childhood and Family Studies.,19.0711,Early Childhood and Family Studies.
19.0712-Parent Education Services.,19.0712,Parent Education Services.
"19.0799-Human Development, Family Studies, and Related Services, Other.",19.0799,"Human Development, Family Studies, and Related Services, Other."
"19.0901-Apparel and Textiles, General.",19.0901,"Apparel and Textiles, General."
19.0902-Apparel and Textile Manufacture.,19.0902,Apparel and Textile Manufacture.
19.0904-Textile Science.,19.0904,Textile Science.
19.0905-Apparel and Textile Marketing Management.,19.0905,Apparel and Textile Marketing Management.
19.0906-Fashion and Fabric Consultant.,19.0906,Fashion and Fabric Consultant.
"19.0999-Apparel and Textiles, Other.",19.0999,"Apparel and Textiles, Other."
19.1001-Work and Family Studies.,19.1001,Work and Family Studies.
"19.9999-Family and Consumer Sciences/Human Sciences, Other.",19.9999,"Family and Consumer Sciences/Human Sciences, Other."
22.0000-Legal Studies.,22.0000,Legal Studies.
22.0001-Pre-Law Studies.,22.0001,Pre-Law Studies.
"22.0099-Non-Professional Legal Studies, Other.",22.0099,"Non-Professional Legal Studies, Other."
22.0101-Law.,22.0101,Law.
"22.0201-Advanced Legal Research/Studies, General.",22.0201,"Advanced Legal Research/Studies, General."
22.0202-Programs for Foreign Lawyers.,22.0202,Programs for Foreign Lawyers.
22.0203-American/U.S. Law/Legal Studies/Jurisprudence.,22.0203,American/U.S. Law/Legal Studies/Jurisprudence.
22.0204-Canadian Law/Legal Studies/Jurisprudence.,22.0204,Canadian Law/Legal Studies/Jurisprudence.
"22.0205-Banking, Corporate, Finance, and Securities Law.",22.0205,"Banking, Corporate, Finance, and Securities Law."
22.0206-Comparative Law.,22.0206,Comparative Law.
"22.0207-Energy, Environment, and Natural Resources Law.",22.0207,"Energy, Environment, and Natural Resources Law."
22.0208-Health Law.,22.0208,Health Law.
22.0209-International Law and Legal Studies.,22.0209,International Law and Legal Studies.
"22.0210-International Business, Trade, and Tax Law.",22.0210,"International Business, Trade, and Tax Law."
22.0211-Tax Law/Taxation.,22.0211,Tax Law/Taxation.
22.0212-Intellectual Property Law.,22.0212,Intellectual Property Law.
22.0213-Patent Law.,22.0213,Patent Law.
22.0214-Agriculture Law.,22.0214,Agriculture Law.
22.0215-Arts and Entertainment Law.,22.0215,Arts and Entertainment Law.
22.0216-Compliance Law.,22.0216,Compliance Law.
22.0217-Criminal Law and Procedure.,22.0217,Criminal Law and Procedure.
22.0218-Entrepreneurship Law.,22.0218,Entrepreneurship Law.
22.0219-Family/Child/Elder Law.,22.0219,Family/Child/Elder Law.
22.0220-Human Resources Law.,22.0220,Human Resources Law.
22.0221-Insurance Law.,22.0221,Insurance Law.
22.0222-Real Estate and Land Development Law.,22.0222,Real Estate and Land Development Law.
22.0223-Transportation Law.,22.0223,Transportation Law.
22.0224-Tribal/Indigenous Law.,22.0224,Tribal/Indigenous Law.
"22.0299-Legal Research and Advanced Professional Studies, Other.",22.0299,"Legal Research and Advanced Professional Studies, Other."
22.0301-Legal Administrative Assistant/Secretary.,22.0301,Legal Administrative Assistant/Secretary.
22.0302-Legal Assistant/Paralegal.,22.0302,Legal Assistant/Paralegal.
22.0303-Court Reporting and Captioning/Court Reporter.,22.0303,Court Reporting and Captioning/Court Reporter.
22.0304-Court Interpreter.,22.0304,Court Interpreter.
22.0305-Scopist.,22.0305,Scopist.
"22.0399-Legal Support Services, Other.",22.0399,"Legal Support Services, Other."
"22.9999-Legal Professions and Studies, Other.",22.9999,"Legal Professions and Studies, Other."
"23.0101-English Language and Literature, General.",23.0101,"English Language and Literature, General."
"23.1301-Writing, General.",23.1301,"Writing, General."
23.1302-Creative Writing.,23.1302,Creative Writing.
"23.1303-Professional, Technical, Business, and Scientific Writing.",23.1303,"Professional, Technical, Business, and Scientific Writing."
23.1304-Rhetoric and Composition.,23.1304,Rhetoric and Composition.
"23.1399-Rhetoric and Composition/Writing Studies, Other.",23.1399,"Rhetoric and Composition/Writing Studies, Other."
23.1401-General Literature.,23.1401,General Literature.
23.1402-American Literature (United States).,23.1402,American Literature (United States).
23.1403-American Literature (Canadian).,23.1403,American Literature (Canadian).
23.1404-English Literature (British and Commonwealth).,23.1404,English Literature (British and Commonwealth).
23.1405-Children's and Adolescent Literature.,23.1405,Children's and Adolescent Literature.
"23.1499-Literature, Other.",23.1499,"Literature, Other."
"23.9999-English Language and Literature/Letters, Other.",23.9999,"English Language and Literature/Letters, Other."
24.0101-Liberal Arts and Sciences/Liberal Studies.,24.0101,Liberal Arts and Sciences/Liberal Studies.
24.0102-General Studies.,24.0102,General Studies.
24.0103-Humanities/Humanistic Studies.,24.0103,Humanities/Humanistic Studies.
"24.0199-Liberal Arts and Sciences, General Studies and Humanities, Other.",24.0199,"Liberal Arts and Sciences, General Studies and Humanities, Other."
25.0101-Library and Information Science.,25.0101,Library and Information Science.
25.0102-Children and Youth Library Services.,25.0102,Children and Youth Library Services.
25.0103-Archives/Archival Administration.,25.0103,Archives/Archival Administration.
"25.0199-Library Science and Administration, Other.",25.0199,"Library Science and Administration, Other."
25.0301-Library and Archives Assisting.,25.0301,Library and Archives Assisting.
"25.9999-Library Science, Other.",25.9999,"Library Science, Other."
"26.0101-Biology/Biological Sciences, General.",26.0101,"Biology/Biological Sciences, General."
"26.0102-Biomedical Sciences, General.",26.0102,"Biomedical Sciences, General."
26.0202-Biochemistry.,26.0202,Biochemistry.
26.0203-Biophysics.,26.0203,Biophysics.
26.0204-Molecular Biology.,26.0204,Molecular Biology.
26.0205-Molecular Biochemistry.,26.0205,Molecular Biochemistry.
26.0206-Molecular Biophysics.,26.0206,Molecular Biophysics.
26.0207-Structural Biology.,26.0207,Structural Biology.
26.0208-Photobiology.,26.0208,Photobiology.
26.0209-Radiation Biology/Radiobiology.,26.0209,Radiation Biology/Radiobiology.
26.0210-Biochemistry and Molecular Biology.,26.0210,Biochemistry and Molecular Biology.
"26.0299-Biochemistry, Biophysics and Molecular Biology, Other.",26.0299,"Biochemistry, Biophysics and Molecular Biology, Other."
26.0301-Botany/Plant Biology.,26.0301,Botany/Plant Biology.
26.0305-Plant Pathology/Phytopathology.,26.0305,Plant Pathology/Phytopathology.
26.0307-Plant Physiology.,26.0307,Plant Physiology.
26.0308-Plant Molecular Biology.,26.0308,Plant Molecular Biology.
"26.0399-Botany/Plant Biology, Other.",26.0399,"Botany/Plant Biology, Other."
26.0401-Cell/Cellular Biology and Histology.,26.0401,Cell/Cellular Biology and Histology.
26.0403-Anatomy.,26.0403,Anatomy.
26.0404-Developmental Biology and Embryology.,26.0404,Developmental Biology and Embryology.
26.0406-Cell/Cellular and Molecular Biology.,26.0406,Cell/Cellular and Molecular Biology.
26.0407-Cell Biology and Anatomy.,26.0407,Cell Biology and Anatomy.
"26.0499-Cell/Cellular Biology and Anatomical Sciences, Other.",26.0499,"Cell/Cellular Biology and Anatomical Sciences, Other."
"26.0502-Microbiology, General.",26.0502,"Microbiology, General."
26.0503-Medical Microbiology and Bacteriology.,26.0503,Medical Microbiology and Bacteriology.
26.0504-Virology.,26.0504,Virology.
26.0505-Parasitology.,26.0505,Parasitology.
26.0506-Mycology.,26.0506,Mycology.
26.0507-Immunology.,26.0507,Immunology.
26.0508-Microbiology and Immunology.,26.0508,Microbiology and Immunology.
26.0509-Infectious Disease and Global Health.,26.0509,Infectious Disease and Global Health.
"26.0599-Microbiological Sciences and Immunology, Other.",26.0599,"Microbiological Sciences and Immunology, Other."
26.0701-Zoology/Animal Biology.,26.0701,Zoology/Animal Biology.
26.0702-Entomology.,26.0702,Entomology.
26.0707-Animal Physiology.,26.0707,Animal Physiology.
26.0708-Animal Behavior and Ethology.,26.0708,Animal Behavior and Ethology.
26.0709-Wildlife Biology.,26.0709,Wildlife Biology.
"26.0799-Zoology/Animal Biology, Other.",26.0799,"Zoology/Animal Biology, Other."
"26.0801-Genetics, General.",26.0801,"Genetics, General."
26.0802-Molecular Genetics.,26.0802,Molecular Genetics.
26.0803-Microbial and Eukaryotic Genetics.,26.0803,Microbial and Eukaryotic Genetics.
26.0804-Animal Genetics.,26.0804,Animal Genetics.
26.0805-Plant Genetics.,26.0805,Plant Genetics.
26.0806-Human/Medical Genetics.,26.0806,Human/Medical Genetics.
26.0807-Genome Sciences/Genomics.,26.0807,Genome Sciences/Genomics.
"26.0899-Genetics, Other.",26.0899,"Genetics, Other."
"26.0901-Physiology, General.",26.0901,"Physiology, General."
26.0902-Molecular Physiology.,26.0902,Molecular Physiology.
26.0903-Cell Physiology.,26.0903,Cell Physiology.
26.0904-Endocrinology.,26.0904,Endocrinology.
26.0905-Reproductive Biology.,26.0905,Reproductive Biology.
26.0907-Cardiovascular Science.,26.0907,Cardiovascular Science.
26.0908-Exercise Physiology and Kinesiology.,26.0908,Exercise Physiology and Kinesiology.
26.0909-Vision Science/Physiological Optics.,26.0909,Vision Science/Physiological Optics.
26.0910-Pathology/Experimental Pathology.,26.0910,Pathology/Experimental Pathology.
26.0911-Oncology and Cancer Biology.,26.0911,Oncology and Cancer Biology.
26.0912-Aerospace Physiology and Medicine.,26.0912,Aerospace Physiology and Medicine.
26.0913-Biomechanics.,26.0913,Biomechanics.
"26.0999-Physiology, Pathology, and Related Sciences, Other.",26.0999,"Physiology, Pathology, and Related Sciences, Other."
26.1001-Pharmacology.,26.1001,Pharmacology.
26.1002-Molecular Pharmacology.,26.1002,Molecular Pharmacology.
26.1003-Neuropharmacology.,26.1003,Neuropharmacology.
26.1004-Toxicology.,26.1004,Toxicology.
26.1005-Molecular Toxicology.,26.1005,Molecular Toxicology.
26.1006-Environmental Toxicology.,26.1006,Environmental Toxicology.
26.1007-Pharmacology and Toxicology.,26.1007,Pharmacology and Toxicology.
"26.1099-Pharmacology and Toxicology, Other.",26.1099,"Pharmacology and Toxicology, Other."
26.1101-Biometry/Biometrics.,26.1101,Biometry/Biometrics.
26.1102-Biostatistics.,26.1102,Biostatistics.
26.1103-Bioinformatics.,26.1103,Bioinformatics.
26.1104-Computational Biology.,26.1104,Computational Biology.
"26.1199-Biomathematics, Bioinformatics, and Computational Biology, Other.",26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other."
26.1201-Biotechnology.,26.1201,Biotechnology.
26.1301-Ecology.,26.1301,Ecology.
26.1302-Marine Biology and Biological Oceanography.,26.1302,Marine Biology and Biological Oceanography.
26.1303-Evolutionary Biology.,26.1303,Evolutionary Biology.
26.1304-Aquatic Biology/Limnology.,26.1304,Aquatic Biology/Limnology.
26.1305-Environmental Biology.,26.1305,Environmental Biology.
26.1306-Population Biology.,26.1306,Population Biology.
26.1307-Conservation Biology.,26.1307,Conservation Biology.
26.1308-Systematic Biology/Biological Systematics.,26.1308,Systematic Biology/Biological Systematics.
26.1309-Epidemiology.,26.1309,Epidemiology.
26.1310-Ecology and Evolutionary Biology.,26.1310,Ecology and Evolutionary Biology.
26.1311-Epidemiology and Biostatistics.,26.1311,Epidemiology and Biostatistics.
"26.1399-Ecology, Evolution, Systematics and Population Biology, Other.",26.1399,"Ecology, Evolution, Systematics and Population Biology, Other."
26.1401-Molecular Medicine.,26.1401,Molecular Medicine.
26.1501-Neuroscience.,26.1501,Neuroscience.
26.1502-Neuroanatomy.,26.1502,Neuroanatomy.
26.1503-Neurobiology and Anatomy.,26.1503,Neurobiology and Anatomy.
26.1504-Neurobiology and Behavior.,26.1504,Neurobiology and Behavior.
"26.1599-Neurobiology and Neurosciences, Other.",26.1599,"Neurobiology and Neurosciences, Other."
"26.9999-Biological and Biomedical Sciences, Other.",26.9999,"Biological and Biomedical Sciences, Other."
"27.0101-Mathematics, General.",27.0101,"Mathematics, General."
27.0102-Algebra and Number Theory.,27.0102,Algebra and Number Theory.
27.0103-Analysis and Functional Analysis.,27.0103,Analysis and Functional Analysis.
27.0104-Geometry/Geometric Analysis.,27.0104,Geometry/Geometric Analysis.
27.0105-Topology and Foundations.,27.0105,Topology and Foundations.
"27.0199-Mathematics, Other.",27.0199,"Mathematics, Other."
"27.0301-Applied Mathematics, General.",27.0301,"Applied Mathematics, General."
27.0303-Computational Mathematics.,27.0303,Computational Mathematics.
27.0304-Computational and Applied Mathematics.,27.0304,Computational and Applied Mathematics.
27.0305-Financial Mathematics.,27.0305,Financial Mathematics.
27.0306-Mathematical Biology.,27.0306,Mathematical Biology.
"27.0399-Applied Mathematics, Other.",27.0399,"Applied Mathematics, Other."
"27.0501-Statistics, General.",27.0501,"Statistics, General."
27.0502-Mathematical Statistics and Probability.,27.0502,Mathematical Statistics and Probability.
27.0503-Mathematics and Statistics.,27.0503,Mathematics and Statistics.
"27.0599-Statistics, Other.",27.0599,"Statistics, Other."
"27.0601-Applied Statistics, General.",27.0601,"Applied Statistics, General."
"27.9999-Mathematics and Statistics, Other.",27.9999,"Mathematics and Statistics, Other."
28.0101-Air Force JROTC/ROTC.,28.0101,Air Force JROTC/ROTC.
"28.0199-Air Force ROTC, Air Science and Operations, Other.",28.0199,"Air Force ROTC, Air Science and Operations, Other."
28.0301-Army JROTC/ROTC.,28.0301,Army JROTC/ROTC.
"28.0399-Army ROTC, Military Science and Operations, Other.",28.0399,"Army ROTC, Military Science and Operations, Other."
28.0401-Navy/Marine Corps JROTC/ROTC.,28.0401,Navy/Marine Corps JROTC/ROTC.
"28.0499-Navy/Marine Corps ROTC, Naval Science and Operations, Other.",28.0499,"Navy/Marine Corps ROTC, Naval Science and Operations, Other."
28.0501-Air Science/Airpower Studies.,28.0501,Air Science/Airpower Studies.
28.0502-Air and Space Operational Art and Science.,28.0502,Air and Space Operational Art and Science.
28.0503-Military Operational Art and Science/Studies.,28.0503,Military Operational Art and Science/Studies.
28.0504-Advanced Military and Operational Studies.,28.0504,Advanced Military and Operational Studies.
28.0505-Naval Science and Operational Studies.,28.0505,Naval Science and Operational Studies.
"28.0506-Special, Irregular and Counterterrorist Operations.",28.0506,"Special, Irregular and Counterterrorist Operations."
"28.0599-Military Science and Operational Studies, Other.",28.0599,"Military Science and Operational Studies, Other."
"28.0601-Strategic Studies, General.",28.0601,"Strategic Studies, General."
28.0602-Military and Strategic Leadership.,28.0602,Military and Strategic Leadership.
28.0603-Military and International Operational Law.,28.0603,Military and International Operational Law.
28.0604-Joint Operations Planning and Strategy.,28.0604,Joint Operations Planning and Strategy.
28.0605-Weapons of Mass Destruction.,28.0605,Weapons of Mass Destruction.
"28.0699-National Security Policy and Strategy, Other.",28.0699,"National Security Policy and Strategy, Other."
28.0701-National Resource Strategy and Policy.,28.0701,National Resource Strategy and Policy.
28.0702-Industry Studies.,28.0702,Industry Studies.
28.0703-Military Installation Management.,28.0703,Military Installation Management.
"28.0799-Military Economics and Management, Other.",28.0799,"Military Economics and Management, Other."
"28.9999-Military Science, Leadership and Operational Art, Other.",28.9999,"Military Science, Leadership and Operational Art, Other."
"29.0201-Intelligence, General.",29.0201,"Intelligence, General."
29.0202-Strategic Intelligence.,29.0202,Strategic Intelligence.
29.0203-Signal/Geospatial Intelligence.,29.0203,Signal/Geospatial Intelligence.
"29.0204-Command & Control (C3, C4I) Systems and Operations.",29.0204,"Command & Control (C3, C4I) Systems and Operations."
29.0205-Information Operations/Joint Information Operations.,29.0205,Information Operations/Joint Information Operations.
29.0206-Information/Psychological Warfare and Military Media Relations.,29.0206,Information/Psychological Warfare and Military Media Relations.
29.0207-Cyber/Electronic Operations and Warfare.,29.0207,Cyber/Electronic Operations and Warfare.
"29.0299-Intelligence, Command Control and Information Operations, Other.",29.0299,"Intelligence, Command Control and Information Operations, Other."
29.0301-Combat Systems Engineering.,29.0301,Combat Systems Engineering.
29.0302-Directed Energy Systems.,29.0302,Directed Energy Systems.
29.0303-Engineering Acoustics.,29.0303,Engineering Acoustics.
29.0304-Low-Observables and Stealth Technology.,29.0304,Low-Observables and Stealth Technology.
29.0305-Space Systems Operations.,29.0305,Space Systems Operations.
29.0306-Operational Oceanography.,29.0306,Operational Oceanography.
29.0307-Undersea Warfare.,29.0307,Undersea Warfare.
"29.0399-Military Applied Sciences, Other.",29.0399,"Military Applied Sciences, Other."
29.0401-Aerospace Ground Equipment Technology.,29.0401,Aerospace Ground Equipment Technology.
29.0402-Air and Space Operations Technology.,29.0402,Air and Space Operations Technology.
29.0403-Aircraft Armament Systems Technology.,29.0403,Aircraft Armament Systems Technology.
29.0404-Explosive Ordinance/Bomb Disposal.,29.0404,Explosive Ordinance/Bomb Disposal.
"29.0405-Joint Command/Task Force (C3, C4I) Systems.",29.0405,"Joint Command/Task Force (C3, C4I) Systems."
29.0406-Military Information Systems Technology.,29.0406,Military Information Systems Technology.
29.0407-Missile and Space Systems Technology.,29.0407,Missile and Space Systems Technology.
29.0408-Munitions Systems/Ordinance Technology.,29.0408,Munitions Systems/Ordinance Technology.
29.0409-Radar Communications and Systems Technology.,29.0409,Radar Communications and Systems Technology.
"29.0499-Military Systems and Maintenance Technology, Other.",29.0499,"Military Systems and Maintenance Technology, Other."
29.0601-Military Technology and Applied Sciences Management.,29.0601,Military Technology and Applied Sciences Management.
"29.9999-Military Technologies and Applied Sciences, Other.",29.9999,"Military Technologies and Applied Sciences, Other."
"30.0000-Multi-/Interdisciplinary Studies, General.",30.0000,"Multi-/Interdisciplinary Studies, General."
30.0001-Comprehensive Transition and Postsecondary (CTP) Program.,30.0001,Comprehensive Transition and Postsecondary (CTP) Program.
30.0101-Biological and Physical Sciences.,30.0101,Biological and Physical Sciences.
30.0501-Peace Studies and Conflict Resolution.,30.0501,Peace Studies and Conflict Resolution.
30.0601-Systems Science and Theory.,30.0601,Systems Science and Theory.
30.0801-Mathematics and Computer Science.,30.0801,Mathematics and Computer Science.
30.1001-Biopsychology.,30.1001,Biopsychology.
30.1101-Gerontology.,30.1101,Gerontology.
"30.1201-Historic Preservation and Conservation, General.",30.1201,"Historic Preservation and Conservation, General."
30.1202-Cultural Resource Management and Policy Analysis.,30.1202,Cultural Resource Management and Policy Analysis.
"30.1299-Historic Preservation and Conservation, Other.",30.1299,"Historic Preservation and Conservation, Other."
30.1301-Medieval and Renaissance Studies.,30.1301,Medieval and Renaissance Studies.
30.1401-Museology/Museum Studies.,30.1401,Museology/Museum Studies.
"30.1501-Science, Technology and Society.",30.1501,"Science, Technology and Society."
30.1601-Accounting and Computer Science.,30.1601,Accounting and Computer Science.
30.1701-Behavioral Sciences.,30.1701,Behavioral Sciences.
30.1801-Natural Sciences.,30.1801,Natural Sciences.
30.1901-Nutrition Sciences.,30.1901,Nutrition Sciences.
30.2001-International/Globalization Studies.,30.2001,International/Globalization Studies.
30.2101-Holocaust and Related Studies.,30.2101,Holocaust and Related Studies.
30.2201-Ancient Studies/Civilization.,30.2201,Ancient Studies/Civilization.
"30.2202-Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology.",30.2202,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology."
"30.2299-Classical and Ancient Studies, Other.",30.2299,"Classical and Ancient Studies, Other."
30.2301-Intercultural/Multicultural and Diversity Studies.,30.2301,Intercultural/Multicultural and Diversity Studies.
"30.2501-Cognitive Science, General.",30.2501,"Cognitive Science, General."
30.2502-Contemplative Studies/Inquiry.,30.2502,Contemplative Studies/Inquiry.
"30.2599-Cognitive Science, Other.",30.2599,"Cognitive Science, Other."
30.2601-Cultural Studies/Critical Theory and Analysis.,30.2601,Cultural Studies/Critical Theory and Analysis.
30.2701-Human Biology.,30.2701,Human Biology.
30.2801-Dispute Resolution.,30.2801,Dispute Resolution.
30.2901-Maritime Studies.,30.2901,Maritime Studies.
30.3001-Computational Science.,30.3001,Computational Science.
30.3101-Human Computer Interaction.,30.3101,Human Computer Interaction.
30.3201-Marine Sciences.,30.3201,Marine Sciences.
30.3301-Sustainability Studies.,30.3301,Sustainability Studies.
30.3401-Anthrozoology.,30.3401,Anthrozoology.
30.3501-Climate Science.,30.3501,Climate Science.
30.3601-Cultural Studies and Comparative Literature.,30.3601,Cultural Studies and Comparative Literature.
30.3701-Design for Human Health.,30.3701,Design for Human Health.
30.3801-Earth Systems Science.,30.3801,Earth Systems Science.
30.3901-Economics and Computer Science.,30.3901,Economics and Computer Science.
30.4001-Economics and Foreign Language/Literature.,30.4001,Economics and Foreign Language/Literature.
30.4101-Environmental Geosciences.,30.4101,Environmental Geosciences.
30.4201-Geoarcheaology.,30.4201,Geoarcheaology.
30.4301-Geobiology.,30.4301,Geobiology.
30.4401-Geography and Environmental Studies.,30.4401,Geography and Environmental Studies.
30.4501-History and Language/Literature.,30.4501,History and Language/Literature.
30.4601-History and Political Science.,30.4601,History and Political Science.
30.4701-Linguistics and Anthropology.,30.4701,Linguistics and Anthropology.
30.4801-Linguistics and Computer Science.,30.4801,Linguistics and Computer Science.
30.4901-Mathematical Economics.,30.4901,Mathematical Economics.
30.5001-Mathematics and Atmospheric/Oceanic Science.,30.5001,Mathematics and Atmospheric/Oceanic Science.
"30.5101-Philosophy, Politics, and Economics.",30.5101,"Philosophy, Politics, and Economics."
"30.5201-Digital Humanities and Textual Studies, General.",30.5201,"Digital Humanities and Textual Studies, General."
30.5202-Digital Humanities.,30.5202,Digital Humanities.
30.5203-Textual Studies.,30.5203,Textual Studies.
"30.5299-Digital Humanities and Textual Studies, Other.",30.5299,"Digital Humanities and Textual Studies, Other."
30.5301-Thanatology.,30.5301,Thanatology.
"30.7001-Data Science, General.",30.7001,"Data Science, General."
"30.7099-Data Science, Other.",30.7099,"Data Science, Other."
"30.7101-Data Analytics, General.",30.7101,"Data Analytics, General."
30.7102-Business Analytics.,30.7102,Business Analytics.
30.7103-Data Visualization.,30.7103,Data Visualization.
30.7104-Financial Analytics.,30.7104,Financial Analytics.
"30.7199-Data Analytics, Other.",30.7199,"Data Analytics, Other."
"30.9999-Multi-/Interdisciplinary Studies, Other.",30.9999,"Multi-/Interdisciplinary Studies, Other."
"31.0101-Parks, Recreation, and Leisure Studies.",31.0101,"Parks, Recreation, and Leisure Studies."
"31.0301-Parks, Recreation, and Leisure Facilities Management, General.",31.0301,"Parks, Recreation, and Leisure Facilities Management, General."
31.0302-Golf Course Operation and Grounds Management.,31.0302,Golf Course Operation and Grounds Management.
"31.0399-Parks, Recreation, and Leisure Facilities Management, Other.",31.0399,"Parks, Recreation, and Leisure Facilities Management, Other."
